,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
333,11827731,https://www.airbnb.com/rooms/11827731,20240927024131,2024-09-27,city scrape,H05 Good Access&Enjoyable City Life,"This area is good quiet, also able to go to Omotesando without transfer.<br />Omotesando is famous shopping area, and you can walk to Shibuya and Harajuku.<br />My room is 6min from Nishinippori sta.<br />I have 1 double bed, 1 single bed and 1 futon.<br />MAX 4PPL.",,https://a0.muscache.com/pictures/5b23fbd9-2ff5-4457-8680-fdf728ccaf26.jpg,51966672,https://www.airbnb.com/users/show/51966672,Yoshi,2015-12-22,"Tokyo, Japan","Hi, I'm Yoshi. I live in Tokyo.

My hobby is traveling around the world.
Every country people were very kind to me when I met during the trip, so I'd like to repay their favor.

If you have some questions, please contact me any time, I'm here to help you :)",within a day,50%,91%,f,https://a0.muscache.com/im/pictures/user/5a5f8795-23e2-4a10-97b4-2c6c4765cc94.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5a5f8795-23e2-4a10-97b4-2c6c4765cc94.jpg?aki_policy=profile_x_medium,Arakawa District,5,7,"['email', 'phone']",t,t,,Bunkyo Ku,,35.73048,139.76284,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Essentials"", ""Bed linens"", ""Rice maker"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hangers"", ""Shampoo"", ""Stove"", ""Microwave"", ""Conditioner"", ""Private patio or balcony"", ""Air conditioning"", ""Private entrance"", ""Bathtub"", ""Elevator"", ""Freezer"", ""Body soap"", ""Kitchen"", ""Hair dryer"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Hot water kettle"", ""Hot water"", ""Dining table"", ""Heating"", ""Wifi"", ""TV"", ""Dishes and silverware"", ""Washer""]","$17,400.00",2,90,1.0,2.0,90.0,90.0,2.0,90.0,,t,10,20,27,45,2024-09-27,81,3,0,2016-03-28,2024-05-27,4.68,4.83,4.65,4.91,4.91,4.74,4.7,M130012673,f,4,4,0,0,0.78
335,11851041,https://www.airbnb.com/rooms/11851041,20240927024131,2024-09-27,city scrape,Private studio 2 mins from Station Perfect for WFH,"**We only speak English and Japanese<br />Entire Studio in very center of Tokyo<br />- 22m²: bigger than most standard hotel rooms<br />- 2mins walk from Stations<br />- Perfect from Work from Room (desk, chair, WiFi)",Right in front of historical Sengakuji temple (47 Ronin). 2 mins from Sengakuji Station and 12 mins from Shinagawa station. Very easy access to both Haneda and Narita airports. 24 hr dinning place and convenience stores nearby.,https://a0.muscache.com/pictures/1f95b8b1-fdb2-434f-b812-5ef9c034f06e.jpg,1181399,https://www.airbnb.com/users/show/1181399,Sally,2011-09-19,"Tokyo, Japan","Born and raised in Tokyo now residing in NY, but I do a lot of traveling for work. 

My place is perfect for both travelers and long-termers. You can get to enjoy the best of what the Village life can offer, dining out and clubbing, and come home and chill in your private living room. 

*Japanese Guests are Welcome!* we speak Japanese!",within a day,100%,84%,f,https://a0.muscache.com/im/users/1181399/profile_pic/1438406906/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1181399/profile_pic/1438406906/original.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone', 'work_email']",t,t,"Minato-ku, Tokyo, Japan",Minato Ku,,35.6386,139.73703,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Essentials"", ""Bed linens"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hangers"", ""Shampoo"", ""Portable air conditioning"", ""Stove"", ""Microwave"", ""Single level home"", ""Self check-in"", ""Conditioner"", ""Iron"", ""Shower gel"", ""Private entrance"", ""Bathtub"", ""Private hot tub"", ""Clothing storage: closet"", ""Exterior or entryway security camera present"", ""Freezer"", ""Free washer \u2013 In unit"", ""Body soap"", ""Kitchen"", ""Dedicated workspace"", ""Hair dryer"", ""Smoke alarm"", ""Refrigerator"", ""Coffee"", ""Extra pillows and blankets"", ""Toaster"", ""Smart lock"", ""First aid kit"", ""Hot water"", ""42 inch HDTV with standard cable"", ""Heating"", ""Wifi"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Hot water kettle""]","$13,058.00",4,28,4.0,4.0,28.0,28.0,4.0,28.0,,t,0,0,21,194,2024-09-27,71,11,0,2016-05-20,2024-08-12,4.86,4.9,4.94,4.93,4.9,4.82,4.8,M130004487,f,1,1,0,0,0.7
341,11367281,https://www.airbnb.com/rooms/11367281,20240927024131,2024-09-27,city scrape,cozy room /2 min from station,・comfortable  bed room <br />・beautiful Japanese style room <br />・spacious  living room  （shared with the owner) <br />・very close to the station  (2 minutes) <br />・20 minutes to downtown Tokyo <br />・quiet residential area<br />・Barrier-free<br />・1 queen-sized bed   2  Japanese  futons in the Japanese room<br /><br />Cozy bedroom<br />Beautiful Japanese-style room<br />Wide living room (shared with owner)<br />Close to the station (2 minutes by walk)<br />Shinjuku 20min<br />Quiet residential area.<br />- Barrier-free<br />2 futons in a queen size bed and Japanese-style room,,https://a0.muscache.com/pictures/miso/Hosting-11367281/original/b68366e7-73b9-4bd6-ac06-982d89bbfb21.jpeg,59117489,https://www.airbnb.com/users/show/59117489,Noriko,2016-02-17,,"散歩が好きです。家の近くの川沿い、公園、森の中、それににぎやかな町などを散歩します。

I like taking  walks. Taking walks  along the river near my home, in  parks and forests, and around a city like Tokyo.",within a day,90%,89%,t,https://a0.muscache.com/im/pictures/user/User-59117489/original/bec02fbb-c171-4b7e-8d8a-0a798c7c6303.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-59117489/original/bec02fbb-c171-4b7e-8d8a-0a798c7c6303.jpeg?aki_policy=profile_x_medium,Setagaya District,1,1,"['email', 'phone']",t,t,,Setagaya Ku,,35.637924416950646,139.58710498650817,Private room in home,Private room,4,1.0,1 bath,2.0,2.0,"[""Essentials"", ""Rice maker"", ""Gas stove"", ""Cooking basics"", ""Hangers"", ""Shampoo"", ""Single level home"", ""Microwave"", ""Piano"", ""Conditioner"", ""Paid parking lot off premises"", ""Iron"", ""Private patio or balcony"", ""Air conditioning"", ""Private entrance"", ""Bathtub"", ""Clothing storage: closet"", ""Freezer"", ""Body soap"", ""Host greets you"", ""Kitchen"", ""Dedicated workspace"", ""Hair dryer"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Hot water kettle"", ""Wine glasses"", ""Toaster"", ""Private living room"", ""Hot water"", ""Dining table"", ""Heating"", ""Wifi"", ""TV"", ""Dishes and silverware"", ""Washer"", ""Luggage dropoff allowed"", ""Room-darkening shades""]","$8,000.00",1,6,1.0,1.0,6.0,6.0,1.0,6.0,,t,0,10,30,30,2024-09-27,31,29,2,2023-07-17,2024-09-22,4.84,4.9,4.71,4.9,5.0,4.94,4.97,M130033004,f,1,0,1,0,2.12
349,12073235,https://www.airbnb.com/rooms/12073235,20240927024131,2024-09-27,city scrape,HAMADAYAMA! COZY HOME IDEAL FOR LONG STAY/FAMILIES,"The Miyake Guest House features a typical Japanese home that was originally designed for two families. Guests will stay at a private, stand alone area with its own kitchen, bathroom and bedrooms. This space is available for full or shared rentals.<br /><br />Great for groups/families staying in Tokyo long term in a quiet upscale neighborhood, or for somene wishing to experience local living. It's a 7-minute walk to the train station and 10-20 minutes to Kichijoji, Shibuya and Shinjuku.","Hamadayama is a quiet residential area located in the Suginami Ward. Our home is conveniently located 7 min. away from the train station. Everything you need, restaurants, supermarkets, shops, hospitals and parks are all within walking distance. <br /><br />Our annex towns of Takaido and Nishieifuku also have very good ramen shops and izakayas. There's even hot spring bath in Takaido!",https://a0.muscache.com/pictures/7259ebcc-6c4e-4df4-84c5-93f50370f02d.jpg,37753161,https://www.airbnb.com/users/show/37753161,Den,2015-07-07,"Suginami, Japan","I moved to Venezuela after university and spent the next 25 years there. I was fortunate to live in a diverse neighborhood where I had the chance to meet people from many different cultures which I truly enjoyed.
We decided to open up our space upstairs to once again welcome the opportunity and meet people from all over the world.
We speak Japanese (native), Spanish (fluent) and English (beginner).",within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/57f671b6-9833-4f1c-b04f-40978f0fd5ae.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/57f671b6-9833-4f1c-b04f-40978f0fd5ae.jpg?aki_policy=profile_x_medium,Suginami District,2,5,"['email', 'phone']",t,t,"Suginami, Tokyo, Japan",Suginami Ku,,35.68305,139.62548,Private room in home,Private room,5,1.0,1 shared bath,3.0,5.0,"[""TV with standard cable"", ""Essentials"", ""Bed linens"", ""Carbon monoxide alarm"", ""Hangers"", ""Stove"", ""Microwave"", ""Private entrance"", ""Host greets you"", ""Kitchen"", ""Dedicated workspace"", ""Hair dryer"", ""Long term stays allowed"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Window AC unit"", ""Extra pillows and blankets"", ""First aid kit"", ""Private living room"", ""Hot water"", ""Heating"", ""Wifi"", ""Free washer"", ""Crib"", ""Dishes and silverware""]","$30,000.00",3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,t,8,29,55,136,2024-09-27,21,1,0,2017-04-12,2024-06-12,4.67,4.62,4.76,4.62,4.76,4.76,4.81,M130001154,f,2,1,1,0,0.23
356,12103556,https://www.airbnb.com/rooms/12103556,20240927024131,2024-09-27,previous scrape,9 min to Shibuya 5BR 152sqm 2 car (P) Free Bikes,"A HUGE, LUXURIOUS, ENTIRE house located in a historic, protected green area in Setagaya, Tokyo, that makes you think you are in a park. Conveniently located-Shibuya 9 mins & Shinjyuku 22 mins from Sakurashinmachi station (only about 10 min walk). 5 bedrooms plus a loft space, high speed fiber internet at home, keyless entry, jacuzzi bath, wood deck, roof top view! Rare to find 152 square ft of space and the quality in Tokyo.  24 hour customer service. Connect me at Line ID:chieko_arai","Please respect the quiet, residential neighborhood.  Central library with planetarium and a big koi fish pond is 3 minutes away.  After 10 PM until 8 AM is a quiet hour.",https://a0.muscache.com/pictures/b8812010-5b5f-4d6a-b5f1-d9361baa4f9a.jpg,64889149,https://www.airbnb.com/users/show/64889149,Chieko,2016-03-29,,"Thank you for checking our profile and our house!     
We really appreciate you considering to choose our house for your stay over thousands of houses available.  We want to do our best to make sure that your trip is memorable and uneventful.  Chieko is a real estate salesperson, and we started Airbnb in April 2016.  We alternatively live in Tokyo and New York.  Looking forward to meeting you.",within a day,83%,93%,f,https://a0.muscache.com/im/pictures/user/4a2ed37a-36c6-4a8e-9549-24d170a659d2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4a2ed37a-36c6-4a8e-9549-24d170a659d2.jpg?aki_policy=profile_x_medium,Setagaya District,7,44,"['email', 'phone', 'work_email']",t,t,"Setagaya-ku, Tōkyō-to, Japan",Setagaya Ku,,35.63476,139.64482,Entire home,Entire home/apt,10,,1.5 baths,5.0,,"[""Essentials"", ""Keypad"", ""Bed linens"", ""Carbon monoxide alarm"", ""Patio or balcony"", ""Cooking basics"", ""Hangers"", ""Shampoo"", ""Stove"", ""Self check-in"", ""Microwave"", ""Coffee maker"", ""Washer"", ""Iron"", ""Air conditioning"", ""Pocket wifi"", ""Private hot tub"", ""Kitchen"", ""Hair dryer"", ""Long term stays allowed"", ""Smoke alarm"", ""Refrigerator"", ""Oven"", ""Ethernet connection"", ""Extra pillows and blankets"", ""First aid kit"", ""Dishwasher"", ""Hot water"", ""Heating"", ""Wifi"", ""Crib"", ""Free parking on premises"", ""TV"", ""Dishes and silverware"", ""High chair"", ""Dryer""]",,5,1124,5.0,5.0,1125.0,1125.0,5.0,1125.0,,t,0,13,43,300,2024-09-27,44,2,0,2016-04-15,2024-04-03,4.86,4.86,4.77,4.91,4.82,4.66,4.68,M130003053,t,1,1,0,0,0.43
462,14406313,https://www.airbnb.com/rooms/14406313,20240927024131,2024-09-27,city scrape,2min to Akihabara (ASB1),"Isolated house in downtown area, Asakusabashi with 4 bedrooms can accommodates up to 8 adults. <br />Aged 2 stories house, but well renovated inside (see photos), so you can feel modern Japanese Ryokan style.<br />Great access to Akihabara - renown for electric shops and anime-culture, and Asakusa - old traditional downtown atmosphere.","Great access from both airport, Haneda and Narita. Also, Akihabara, the electronic and anime town, is just one stop train ride from Asakusabashi, the nearest station to the house.<br />Asakusabashi is also the area of a lot of well-established store of food. Especially there are full of a lot smaller store sticking to the underpass near the station.<br />Great access to Asakusa in either 3min train ride, or 10min bus ride watching streets.<br />Good old fashioned to new scenery of downtown Tokyo is jammed tightly.",https://a0.muscache.com/pictures/631ee492-f034-4731-bdd3-1a075fbc031c.jpg,88584339,https://www.airbnb.com/users/show/88584339,Ryuichi,2016-08-07,"Tokyo, Japan","東京生まれの東京育ち、お部屋はホームタウンです。
いろんな顔をもつ東京ですが、僕が育った東京を楽しんでもらえればと思います。

旅行に行くのも大好きで、その地の方々とコミュニケーションをとれることが一番の楽しみだと思います。",within a day,100%,100%,t,https://a0.muscache.com/im/pictures/user/ed44dfb3-5213-4c5e-a2cb-b489b7cce38f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ed44dfb3-5213-4c5e-a2cb-b489b7cce38f.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Taito, Tokyo, Japan",Taito Ku,,35.70045,139.78743,Entire home,Entire home/apt,8,1.0,1 bath,4.0,6.0,"[""Essentials"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hangers"", ""Shampoo"", ""Stove"", ""Self check-in"", ""Microwave"", ""Lockbox"", ""Coffee maker"", ""Iron"", ""Air conditioning"", ""Kitchen"", ""Hair dryer"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Hot water"", ""Heating"", ""Wifi"", ""TV"", ""Dishes and silverware""]","$36,000.00",2,180,2.0,2.0,180.0,180.0,2.0,180.0,,t,0,8,9,108,2024-09-27,114,30,2,2016-10-29,2024-09-21,4.92,4.85,4.9,4.91,4.97,4.82,4.83,M130012427,f,1,1,0,0,1.18
508,14832676,https://www.airbnb.com/rooms/14832676,20240927024131,2024-09-27,city scrape,SUMIRE AOI HOUSE - Minimal Japanese House,"""SUMIRE AOI HOUSE"" is a small Japanese house.<br /><br />The basic structure of the house was designed in 1952 by Makoto Masuzawa, a leading architect in Japan. And the house was redesigned by Makoto Koizumi in 1999. I had lived 20 years with my family.<br /><br />The sense of space by the south-facing large windows and the stairwell, it will make you attracted. The area has some parks and fields,  and it's leisurely.<br /><br />I can introduce nearby shops.<br />Please spend your time like traveling daily life.","・Jindaiji Temple<br />・Jindai Botanical Park<br />・Ghibli Museum, Mitaka<br />・Inokashira Park<br />・Nogawa Park<br />・Ajinomoto Stadium<br /><br />In addition, we will provide you with an original map with recommended places and shops.",https://a0.muscache.com/pictures/7a66c0ee-273c-4e1e-be1a-0d6976af9136.jpg,58519385,https://www.airbnb.com/users/show/58519385,Aoi,2016-02-12,"Musashino, Japan","こんにちは、あおいです。
20年間暮らした実家「スミレアオイハウス」をホスティングしています。吉祥寺・三鷹を中心に多摩エリアのおすすめスポットを紹介できます。

Hello, I'm Aoi.
I'm hosting my family home, ""SUMIRE AOI HOUSE"" that I had lived for 20 years.
I can recommend places to visit in the Tama area, mainly Kichijoji and Mitaka.",within a day,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-58519385/original/0d133ac1-b0fd-400e-b806-2677a2d31675.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-58519385/original/0d133ac1-b0fd-400e-b806-2677a2d31675.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"三鷹市, 東京都, Japan",Mitaka Shi,,35.69063,139.55023,Entire home,Entire home/apt,4,1.0,1 bath,2.0,4.0,"[""Essentials"", ""Bed linens"", ""\u30ea\u30f3\u30ca\u30a4 gas stove"", ""Baking sheet"", ""Rice maker"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hangers"", ""Shampoo"", ""Standalone high chair - always at the listing"", ""Microwave"", ""Cleaning products"", ""Conditioner"", ""Iron"", ""Crib - always at the listing"", ""Air conditioning"", ""Backyard"", ""Private entrance"", ""Bathtub"", ""Laundromat nearby"", ""Clothing storage: closet"", ""Board games"", ""Freezer"", ""Free washer \u2013 In unit"", ""Body soap"", ""Game console"", ""Host greets you"", ""Children\u2019s dinnerware"", ""Kitchen"", ""Dedicated workspace"", ""Hair dryer"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Coffee"", ""\u30ea\u30f3\u30ca\u30a4 oven"", ""First aid kit"", ""Hot water"", ""Dining table"", ""Heating"", ""Wifi"", ""Drying rack for clothing"", ""Free parking on premises"", ""Dishes and silverware"", ""JBL GO2 sound system with Bluetooth and aux"", ""Books and reading material"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Dryer""]","$24,000.00",1,14,1.0,1.0,14.0,14.0,1.0,14.0,,t,1,14,23,23,2024-09-27,157,44,1,2020-08-16,2024-08-30,4.94,4.9,4.76,4.93,4.9,4.61,4.59,M130025103,f,1,1,0,0,3.13
516,14833671,https://www.airbnb.com/rooms/14833671,20240927024131,2024-09-27,city scrape,"Shinjuku, 3-min walk from metro. Free Wifi.","Senyi Tokyo Guest house is located in the busiest area of Tokyo. Close to the Shinjuku Station. <br />It's about 10-min walk from the Shinjuku Shopping district which has some of the following brand name stores: Isetan Department Store, 0101 Department Store, Big Camera, Uniqlo etc...","It's about 10-min walk from the Shinjuku Shopping district which has some of the following brand name stores: Isetan Department Store, 0101 Department Store, Big Camera, Uniqlo etc...",https://a0.muscache.com/pictures/39155fd5-2e04-4759-94a6-3ca40b0824f1.jpg,88025652,https://www.airbnb.com/users/show/88025652,Angela,2016-08-04,"Tokyo, Japan",,within a day,80%,96%,t,https://a0.muscache.com/im/pictures/user/b368e75b-8f7f-461f-b7f1-adbe8706b5a7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b368e75b-8f7f-461f-b7f1-adbe8706b5a7.jpg?aki_policy=profile_x_medium,Shinjuku District,14,14,"['email', 'phone']",t,t,"Shinjuku-ku, Tōkyō-to, Japan",Shinjuku Ku,,35.69765,139.70808,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Essentials"", ""Bed linens"", ""Safe"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hangers"", ""Shampoo"", ""Self check-in"", ""Lockbox"", ""Microwave"", ""Cleaning products"", ""Conditioner"", ""Air conditioning"", ""Shower gel"", ""Private entrance"", ""Bathtub"", ""Laundromat nearby"", ""Body soap"", ""Kitchen"", ""Hair dryer"", ""Smoke alarm"", ""Refrigerator"", ""Clothing storage: wardrobe"", ""Oven"", ""Hot water"", ""Dining table"", ""Portable fans"", ""Heating"", ""Wifi"", ""Drying rack for clothing"", ""TV"", ""Dishes and silverware"", ""Washer"", ""Room-darkening shades""]","$15,337.00",3,30,1.0,3.0,30.0,30.0,3.0,30.0,,t,1,1,4,28,2024-09-27,113,28,2,2017-12-14,2024-09-27,4.88,4.92,4.86,4.88,4.92,4.9,4.73,M130005642,f,1,1,0,0,1.37
536,15569726,https://www.airbnb.com/rooms/15569726,20240927024131,2024-09-27,previous scrape,omotesandou/single size bed /ロフト付/渋谷1駅表参道/外苑前,"This is the heart of Tokyo, a world-famous and highly fashionable city, and also the most famous area of ​​Tokyo.<br />There are very famous brand shops in the world.<br /><br />Shibuya, Harajuku, Shinjuku, and Roppongi, where there are many spots for apparel, restaurants, and amusement, are within close proximity for shopping, dining, and sightseeing.<br /><br />It's a quiet and beautiful area with lots of greenery and big parks.<br /><br />洗濯できますが、Fに宿泊のゲスト様は、お部屋に干してください。<br />F部屋に組み立て式のポールがあります。<br /><br />コンセントは日本使用になりますので、日本で使える変圧器をご準備ください。","Convenience store  -5min walk<br />Japanese noodle restaurant  -5min walk<br />Japanese public bath house SENTOU  -5min walk<br />STARBUCKS  -7min walk<br /><br />TSUKIJI: (fish market)  -20min by train<br />ASAKUSA: the famous historical areas -30min by train<br />AKIHABARA: -25min by train<br />KAMAKURA: the famous tourist spot,there are many zen temples and shrines surrounded by great natural areas -75min by train",https://a0.muscache.com/pictures/miso/Hosting-15569726/original/0e4a11e1-7b22-41d1-a026-68b2e59f047a.jpeg,43579713,https://www.airbnb.com/users/show/43579713,Miho,2015-09-07,"Minato City, Japan","Hello!
Nice to meet you. My name is Alice, I'm a housemanager from Sptember, 2020.  It's so much fun meeting cool people from around the world. 


I hope your travel would be great!

Tokyo is a great place, it's a very safety and people are wonderful. You can enjoy your stay powerfully.",within a day,90%,88%,t,https://a0.muscache.com/im/pictures/user/027f8418-f878-4de1-b0e6-d3d668f807ec.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/027f8418-f878-4de1-b0e6-d3d668f807ec.jpg?aki_policy=profile_x_medium,Aoyama,2,16,"['email', 'phone']",t,t,"Minato-ku, Tōkyō-to, Japan",Minato Ku,,35.66736,139.72022,Private room in home,Private room,1,,1 shared bath,,,"[""Dedicated workspace"", ""Essentials"", ""Hair dryer"", ""Iron"", ""Air conditioning"", ""Wifi"", ""Self check-in"", ""Lockbox"", ""Shampoo"", ""Microwave"", ""Body soap"", ""Washer"", ""Dishes and silverware"", ""Kitchen"", ""Conditioner""]",,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,0,0,0,0,2024-09-27,26,16,2,2023-05-04,2024-09-24,4.69,4.58,4.73,4.65,4.81,4.81,4.62,M130031610,f,2,0,2,0,1.52
545,15029494,https://www.airbnb.com/rooms/15029494,20240927024131,2024-09-27,city scrape,Near Yokota Air base one room type 4th fl  R406,"My place is good for couples, solo adventurers, and business travelers. Convenience stores, supermarkets, drug stores, shoe repair stores, Mcdonalds, self-coin laundry, dry cleaning shops, and Japanese style Bar Pub or IZAKAYA yakitori shop near JR Fussa ST you can enjoy Japanese amazing & surprise time<br />(Exclusive Range 18 ㎡)<br />Since the US Air Force Yokota Base is located nearby, we will make a copy of your ID (passport, automobile license, My Number, etc.) when you use us for security reasons (passport, car license, My Number, etc.).We will also ask you why you are staying. In addition, we will not provide any information to other people from the view of personal information, etc.<br />In principle, we do not change sheets and pillowcases, but if you want to change them in the mood due to sweat due to the season or weather, we will do so free of charge. We will also replace and replenish the provided towels, tissues, toilet paper, etc. if requested.","Located in the western part of Tokyo, about an hour or an hour and a half by train from Tokyo, it is 45 km away. 5-minute walk from the US Air Force Yokota Base (No 2 MainGate)",https://a0.muscache.com/pictures/87f9064d-30bf-44ee-99e3-074c2c32e77d.jpg,45557046,https://www.airbnb.com/users/show/45557046,Shukichi,2015-10-01,"Fussa, Japan","welcome aboard
Hi call me Shu I'm owner of this apartment and I live in 2nd Fl 
we start this system 2nd,Oct,2015 and we do our best to you and hope to enjoy Japan 
   thank you ",within a day,100%,71%,f,https://a0.muscache.com/im/pictures/user/User/original/e0f7ca98-dc2f-4b37-b639-c248aa57ecba.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/e0f7ca98-dc2f-4b37-b639-c248aa57ecba.jpeg?aki_policy=profile_x_medium,,1,4,"['email', 'phone']",t,t,"Fussa city, Tokyo, Japan",Fussa Shi,,35.74359,139.33528,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Essentials"", ""Bed linens"", ""Carbon monoxide alarm"", ""Patio or balcony"", ""Cooking basics"", ""Hangers"", ""Shampoo"", ""Stove"", ""Microwave"", ""Iron"", ""Air conditioning"", ""Private entrance"", ""Exterior or entryway security camera present"", ""Host greets you"", ""Kitchen"", ""Pets allowed"", ""Hair dryer"", ""Long term stays allowed"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Hot water"", ""City skyline view"", ""Heating"", ""Wifi"", ""TV"", ""Dishes and silverware""]","$3,500.00",4,180,4.0,4.0,180.0,180.0,4.0,180.0,,t,6,21,51,215,2024-09-27,79,9,0,2016-09-29,2024-07-19,4.84,4.89,4.84,4.95,4.91,4.96,4.87,M130000581,f,1,0,1,0,0.81
